Item_No,Material_Class,Composition_Formula,Hydrogen_Weight_Percent,Heat_of_Formation_kJperMolH2,Temperature_oC,Pressure_Atmospheres_Absolute,Author_Year,Reference_Number,Comment1,Comment2,Comment3
1751,Mg,LaMg2,3.1,,,,"Verbetsky, 1987",1503,,,
1752,Mg,LnMg2,3.1,101,,,"Verbetsky, 1988",1497,"Ln=Ce, La, Er, Yb)",,
1753,Mg,Mg.335Al.622La.044,1.7,,350,14.5,"Nachman, 1982",700,,,
1754,Mg,Mg.345Al.609La.044,2.1,,350,13.5,"Nachman, 1982",700,,,
1755,Mg,Mg.364Al.591La.046,2.3,,350,12,"Nachman, 1982",700,,,
1756,Mg,Mg.56Al.34La.05Y.05,3.1,,310,2,"Nachman, 1982",700,,,
1757,Mg,Mg.56Al.34La.1,2.1,,310,1.7,"Nachman, 1982",700,,,
1758,Mg,Mg.56Al.34Mm.1,2.2,,310,1.8,"Nachman, 1982",700,,,
1759,Mg,Mg.56Al.34Ni.05Y.05,2.6,,310,1.5,"Nachman, 1982",700,,,
1760,Mg,Mg.56Al.34Y.1,3.3,,310,2.3,"Nachman, 1982",700,,,
1761,Mg,Mg1.75Ti.25Ni.75Cu.25,2,,300,2.3,"Yuan, 1999",1229,,,
1762,Mg,Mg1.7NiAl.3 (M),2.7,76.2,312,4.5,"Biris, 1982",758,,,
1763,Mg,Mg1.92NiAl.08,3.5,70.5,295,4,"Hirata, 1983",427,,,
1764,Mg,Mg1.9Al.1Ni,,,250,1,"Tsushio, 1998",830,,,
1765,Mg,Mg1.9Al.1Ni.8Co.2,,,250,0.42,"Tsushio, 1998",830,,,
1766,Mg,Mg1.9Al.1Ni.8Cu.2,,,250,1.7,"Tsushio, 1998",830,,,
1767,Mg,Mg1.9Al.1Ni.8Mn.2,,,250,0.95,"Tsushio, 1998",830,,,
1768,Mg,Mg1.9B.1Ni,,,250,0.9,"Tsushio, 1998",830,,,
1769,Mg,Mg1.9Ca.1Ni.8Cu.2,,,250,1.4,"Tsushio, 1998",830,,,
1770,Mg,Mg1.9Si.1Ni,,,250,1,"Tsushio, 1998",830,,,
1771,Mg,Mg1.9Ti.1Ni,2.9,62.5,300,2.5,"Liang, 1999",1226,Nanocrystalline,,
1772,Mg,Mg1.9Ti0.1Ni0.9Mn0.1,3.1,,250,0.8,"Yuan, 2001",1489,,,
1773,Mg,Mg-10 Al2O3,5.6,,,,"Song, 2002",1495,,H2 ball milling,
1774,Mg,Mg-10 CeO2,3.4,,,,"Song, 2002",1495,,H2 ball milling,
1775,Mg,Mg-10 Cr2O3,5.8,,,,"Song, 2002",1495,,H2 ball milling,
1776,Mg,Mg10.5Ba,5.1,,,,"Reilly, 1974",491,,,
1777,Mg,Mg10.8Ba (M),4.9,,375,12,"Reilly, 1976",490,,,
1778,Mg,Mg-10Al,6.5,,,,"Douglass, 1974",192,,,
1779,Mg,Mg-10LaNi5,4.5,,,,"Khrussanova, 2000",1484,,Ball milled composite,
1780,Mg,Mg-10Ni,4.7,,,,"Song, 1999",1468,Ball Milled,,
1781,Mg,Mg-10Ni,6.2,90,300,2,"Hong, 2002",1494,,Rotation-cylinder synthesis method,
1782,Mg,Mg-10Ni,3.6,78,335,9,"Boulet, 1983",704,,,
1783,Mg,Mg-10Ni (M),,78.2,303,2,"Akiba, 1982",91,,,
1784,Mg,Mg-10Ni (M),7.2,77.4,292,1.3,"Friedmmeier, 1988",713,,,
1785,Mg,Mg-10YNi2Al3,5.7,,,,"Khrussanova, 2000",1484,,Ball milled composite,
1786,Mg,Mg-10YNi4Al,5.6,,,,"Khrussanova, 2000",1484,,Ball milled composite,
1787,Mg,Mg11CeCo,4.3,,,,"Pezat, 1980",703,,,
1788,Mg,Mg11CeCr,4.3,,,,"Pezat, 1980",703,,,
1789,Mg,Mg11CeFe,4,,,,"Pezat, 1980",703,,,
1790,Mg,Mg11CeMn,4.1,,,,"Pezat, 1980",703,,,
1791,Mg,Mg11CeNi,4.5,,,,"Pezat, 1980",703,,,
1792,Mg,Mg11CeV,3.9,,,,"Pezat, 1980",703,,,
1793,Mg,Mg11CeZn,4.2,,,,"Pezat, 1980",703,,,
1794,Mg,Mg12Ce,3.8,65,341,9,"Boulet, 1983",704,,,
1795,Mg,Mg12Ce,4.6,,,,"Pezat, 1980",703,,,
1796,Mg,Mg12Ce,6,,325,3,"Darriet, 1984",540,,,
1797,Mg,Mg12La,3.4,,400,0.8,"Pal, 1997",710,,,
1798,Mg,Mg12Ln,5.9,,325,3,"Darriet, 1980",433,"(Ln = Ce, La, Mm)",,
1799,Mg,Mg12Mm,4.6,82,350,7,"Shaltiel, 1984",706,,,
1800,Mg,Mg12Nd,5.4,,,,"Semenenko, 1985",1506,,,
1801,Mg,Mg12Pr,5.3,,,,"Semenenko, 1985",1506,,,
1802,Mg,Mg-14Al,6.7,,352,6,"Reilly, 1976",490,,,
1803,Mg,Mg14Al12Ti3 (M),3.8,73,337,4.2,"Lupu, 1982",757,,,
1804,Mg,Mg16La1.6Ca.4Ni,3.4,,,,"Khrussanova, 1987",707,,,
1805,Mg,Mg16La1.8Ca.2Ni,3.2,,,,"Khrussanova, 1987",707,,,
1806,Mg,Mg16La2Ni,3.9,,,,"Khrussanova, 1982",702,,,
1807,Mg,Mg17Al10Ti2 (M),4.1,,304,2,"Lupu, 1982",757,,,
1808,Mg,Mg17Al11Ti (M),4.7,,304,2.2,"Lupu, 1982",757,,,
1809,Mg,Mg17Al12,3.3,,,,"Reilly, 1974",491,(Gamma phase),,
1810,Mg,Mg17Al12,4.4,70,,,"Semenenko, 1983",1499,,,
1811,Mg,Mg17Al9Ti3 (M),4.6,,337,4.2,"Lupu, 1982",757,,,
1812,Mg,Mg17Ba2 (M),3.9,,352,7,"Reilly, 1974",491,,,
1813,Mg,Mg17Ce2,5.1,,,,"Semenenko, 1984",1502,,,
1814,Mg,Mg17La1.6Ca.4,3.9,,,,"Khrussanova, 1985",436,,,
1815,Mg,Mg17La1.8Ca.2,3.3,,,,"Khrussanova, 1985",436,,,
1816,Mg,Mg17La2,1.7,,265,1,"Slattery, 1995",433,,,
1817,Mg,Mg17La2,1.7,,100,4,"Yajima, 1977",188,,,
1818,Mg,Mg17La2,4.5,,,,"Khrussanova, 1985",436,,,
1819,Mg,Mg17La2,4.9,,290,0.8,"Semenenko, 1981",1498,,,Sloping plateau
1820,Mg,Mg17La2,5.5,,,,"Darriet, 1980",433,,,
1821,Mg,Mg17La2,6.05,,25,18-Feb,"Dutta, 1990",442,,,
1822,Mg,Mg-1Ag,5.7,,,,"Douglass, 1978",89,,,
1823,Mg,Mg-1Ag-1Al,6,,,,"Douglass, 1978",89,,,
1824,Mg,Mg-1Ag-1Y,6.3,,,,"Douglass, 1978",89,,,
1825,Mg,Mg-1Al,6.1,,,,"Douglass, 1978",89,,,
1826,Mg,Mg-1Cd,5,,,,"Douglass, 1978",89,,,
1827,Mg,Mg-1In,4.6,,,,"Douglass, 1978",89,,,
1828,Mg,Mg-1Ni,4.6,102,300,1.1,"Hong, 2002",1494,,Rotation-cylinder synthesis method,
1829,Mg,Mg-1Pb,6.1,,,,"Douglass, 1978",89,,,
1830,Mg,Mg-1Si,4,,,,"Guinet, 1978",701,,,
1831,Mg,Mg1-xNix,2.3,,,,"Yang, 1999",1472,x=0-0.45,Ball milled,
1832,Mg,Mg-1Y,4.5,,,,"Douglass, 1978",89,,,
1833,Mg,Mg-1Zn,3,,,,"Douglass, 1978",89,,,
1834,Mg,Mg2.23Ni (M),3.9,67.3,323,4.9,"Friedlmeier, 1997",714,,,
1835,Mg,Mg2.42Ni (M),3.9,63.1,301,3.2,"Post, 1984",718,,,
1836,Mg,Mg-20TiO2,4.4,,,,"Wang, 2000",1486,,H2-ball milled composite,
1837,Mg,Mg-21Al (M),6.6,,352,6,"Reilly, 1976",490,,,
1838,Mg,Mg-23Ni (M),,78.2,300,2,"Akiba, 1982",91,,,
1839,Mg,Mg-25Ni,5.7,,,,"Douglass, 1974",192,,,
1840,Mg,Mg-25Ni (M),5.7,77.5,323,3,"Reilly, 1968",88,,,
1841,Mg,Mg-26Cu (M),5.3,78.3,330,3.2,"Reilly, 1967",87,,,
1842,Mg,Mg2Al3,1.9,,350,14,"Nachman, 1982",700,,,
1843,Mg,Mg2Al3,2.3,,326,10,"Reilly, 1976",490,(Beta phase),,
1844,Mg,Mg2Al3,3.3,,,,"Reilly, 1974",491,(Beta phase),,
1845,Mg,Mg2Al3 (M),2.6,63.2,335,11,"Mintz, 1980",698,,,
1846,Mg,Mg2AlLi.28,3.8,,352,15,"Reilly, 1976",490,,,
1847,Mg,Mg2Ca,5.9,,,,"Verbetsky, 1984",1501,,,
1848,Mg,Mg2Ca,5.9,,,,"Semenenko, 1984",1502,,,
1849,Mg,Mg2Ca,1.4,,,,"Reilly, 1974",491,,,
1850,Mg,Mg2Ca,4.9,,,,"Semenenko, 1983",1499,,,
1851,Mg,Mg2Ce,3.6,,,,"Gingl, 1997",650,,,
1852,Mg,Mg2Co,4.5,,,,"Selvam, 1991",426,(Mg2Co phase not stable without H),,
1853,Mg,Mg2Co,4.5,76,450,16,"Reiser, 2000",1463,Mg2Co not stable without H,,
1854,Mg,Mg2Co (M),4.2,108,418,5.7,"Yoshida, 1993",594,(Mg2Co phase not stable without H),,
1855,Mg,Mg2Cu,2.6,,,,"Verbetsky, 1984",1501,,,
1856,Mg,Mg.56Al.34YM.05Mm.05,1.1,,310,1.5,"Nachman, 1982",700,,,
1857,Mg,Mg.56Al.34YM.1,2.9,,310,1.9,"Nachman, 1982",700,(YM=Yttrium Mischmetal),,
1858,Mg,Mg.59Al.36La.05,3,,310,1.9,"Nachman, 1982",700,,,
1859,Mg,Mg.59Al.36Li.05,1.8,,310,0.7,"Nachman, 1982",700,,,
1860,Mg,Mg.59Al.36Ni.05,3.4,,310,1.8,"Nachman, 1982",700,,,
1861,Mg,Mg.59Al.36Si.05,0.6,,310,0.4,"Nachman, 1982",700,,,
1862,Mg,Mg.59Al.36Sn.05,0.5,,310,0.5,"Nachman, 1982",700,,,
1863,Mg,Mg.59Al.36Y.05,2,,310,2.2,"Nachman, 1982",700,,,
1864,Mg,Mg.62Al.38,2.3,,310,1.4,"Nachman, 1982",700,,,
1865,Mg,Mg.675Li.2Si.125,1.6,,310,0.4,"Nachman, 1982",700,,,
1866,Mg,Mg.67Li.11Ni.11Sn.06Cu.06,1.7,,310,2,"Nachman, 1982",700,,,
1867,Mg,Mg.6Al.4,1,,310,0.7,"Nachman, 1982",700,,,
1868,Mg,Mg.725Li.1Ni.1Sn.025Zn.025Cu.025,1.4,,310,1.8,"Nachman, 1982",700,,,
1869,Mg,Mg.725Li.1Ni.1Sn.05Cu.025,1.5,,310,2,"Nachman, 1982",700,,,
1870,Mg,Mg.72Li.28,5.5,,350,1.5,"Huot, 1998",843,,,
1871,Mg,Mg.75Li.1Ni.05Sn.05Cu.05,1.3,,310,1.5,"Nachman, 1982",700,,,
1872,Mg,Mg.75Li.1Ni.1Cu.05,1.9,,310,1.6,"Nachman, 1982",700,,,
1873,Mg,Mg.75Li.1Ni.1Sn.05,1.9,,310,1.8,"Nachman, 1982",700,,,
1874,Mg,Mg.75Li.1Ni.1Zn.05,1,,,,"Nachman, 1982",700,,,
1875,Mg,Mg.75Zn.1Ni.05,3,,299,1.4,"Rohy, 1978",90,,,
1876,Mg,Mg.7Li.1Ni.1Cu.1,1.6,,310,1,"Nachman, 1982",700,,,
1877,Mg,Mg.7Li.1Ni.1Sn.05Zn.05,1.5,,310,2,"Nachman, 1982",700,,,
1878,Mg,Mg.7Li.1Ni.1Sn.1,2.3,,310,2.4,"Nachman, 1982",700,,,
1879,Mg,Mg.7Li.1Ni.1Zn.1,0.9,,,,"Nachman, 1982",700,,,
1880,Mg,Mg.7Li.2Cu.1,0.7,,310,0.5,"Nachman, 1982",700,,,
1881,Mg,Mg.7Li.2Sn.1,0.6,,310,0.5,"Nachman, 1982",700,,,
1882,Mg,Mg.7Li.2Zn.1,1.1,,310,0.6,"Nachman, 1982",700,,,
1883,Mg,Mg.8275Ni.05Cu.0775Zn.045,3.8,,299,1.6,"Rohy, 1978",90,,,
1884,Mg,Mg.833Ni.066Cu.095M1.006 (M),4.9,68,357,25,"Au, 1995",711,(M1=La-rich Mm),,
1885,Mg,Mg.845Ni.05Cu.1Y.005,2.9,,299,1.5,"Rohy, 1978",90,,,
1886,Mg,Mg.846Ni.05Cu.09Si.006M1.008,5.2,,,,"Au, 1995",711,(M1=La-rich Mm),,
1887,Mg,Mg.855Ni.044Cu.017Si.004Y.008,5.1,,,,"Au, 1995",711,,,
1888,Mg,Mg.85Cu.1Ni.05,3.1,,299,1.6,"Rohy, 1978",90,,,
1889,Mg,Mg.85Cu.1Ni.05Sn.02,2.3,,299,1.6,"Rohy, 1978",90,,,
1890,Mg,Mg.85Li.05Cu.1,0.5,,310,0.4,"Nachman, 1982",700,,,
1891,Mg,Mg.85Li.05Ni.1,1.4,,310,1,"Nachman, 1982",700,,,
1892,Mg,Mg.85Li.05Sn.1,0.8,,310,0.5,"Nachman, 1982",700,,,
1893,Mg,Mg.85Li.05Zn.1,0.6,,310,0.3,"Nachman, 1982",700,,,
1894,Mg,Mg.8Al.1Cu.1,1.5,,310,1.6,"Nachman, 1982",700,,,
1895,Mg,Mg.8Al.1La.1,4.2,,310,2.1,"Nachman, 1982",700,,,
1896,Mg,Mg.8Al.1Y.1,4.1,,310,1.6,"Nachman, 1982",700,,,
1897,Mg,Mg.8Li.05Ni.1Cu.05,1.1,,310,0.9,"Nachman, 1982",700,,,
1898,Mg,Mg.8Li.05Ni.1Sn.05,2.5,,310,2,"Nachman, 1982",700,,,
1899,Mg,Mg.8Li.05Ni.1Zn.05,1.6,,310,1.8,"Nachman, 1982",700,,,
1900,Mg,Mg.8Li.1Cu.1,0.9,,310,0.6,"Nachman, 1982",700,,,
1901,Mg,Mg.8Li.1Ni.1,2,,310,1.2,"Nachman, 1982",700,,,
1902,Mg,Mg.8Li.1Si.1,1.3,,310,0.8,"Nachman, 1982",700,,,
1903,Mg,Mg.8Li.1Sn.1,1.7,,310,0.8,"Nachman, 1982",700,,,
1904,Mg,Mg.8Li.1Zn.1,1.6,,310,0.6,"Nachman, 1982",700,,,
1905,Mg,Mg.9Sc.1,6.2,79.5,375,8,"Ogawa, 1982",705,,,
1906,Mg,Mg0.0671Ca0.270Cu0.059,5,,,,"Verbetsky, 1984",1501,,,
1907,Mg,Mg0.58Al0.42,2.5,,350,10,"Bouaricha, 2000",1482,,Ball milled,
1908,Mg,Mg0.5Al0.5,3.4,,280,3,"Zaluska, 2001",1434,,Nanocrystalline,
1909,Mg,Mg0.63Ni0.12Y0.01,1.9,,,,"Spassov, 1999",1471,Amorphous,,
1910,Mg,Mg0.63Ni0.3Y0.07,2.8,,,,"Spassov, 1999",1471,Amorphous,,
1911,Mg,Mg0.673Ca0.071Cu0.256,3.3,,,,"Verbetsky, 1984",1501,,,
1912,Mg,Mg0.673Ca0.176Cu0.051,4.4,,,,"Verbetsky, 1984",1501,,,
1913,Mg,Mg0.708La0.125Al0.167,4.2,67,300,4.5,"Semenenko, 1986",1507,,,Sloping plateau
1914,Mg,Mg0.70Ni0.25Nd0.05,3.4,69,300,3,"Tanaka, 1999",1479,,Melt spun,
1915,Mg,Mg0.747Ca0.270Ce0.013,5.7,,,,"Semenenko, 1984",1502,,,
1916,Mg,Mg0.75Al0.25,3.5,,350,6,"Bouaricha, 2000",1482,,Ball milled,
1917,Mg,Mg0.75Ni0.2MM0.05,4,,,,"Spassov, 1999",1471,Amorphous,,
1918,Mg,Mg0.797Ca0.166Ce0.037,4.6,,,,"Semenenko, 1984",1502,,,
1919,Mg,Mg0.80La0.10Al0.10,4.8,76,302,5.5,"Semenenko, 1986",1507,,,Sloping plateau
1920,Mg,Mg0.80Ni0.15Nd0.05,4.9,76,300,1.6,"Tanaka, 1999",1479,,Melt spun,
1921,Mg,Mg0.85La0.10Al0.05,6.2,77,300,4.5,"Semenenko, 1986",1507,,,Sloping plateau
1922,Mg,Mg0.875Ca0.060Cu0.065,5.4,,,,"Verbetsky, 1984",1501,,,
1923,Mg,Mg0.878Ca0.020Cu0.102,5,,,,"Verbetsky, 1984",1501,,,
1924,Mg,Mg0.87Ni0.13 (M),5.7,,325,3,"Friedlmeier, 1999",1475,,Melt spun,
1925,Mg,Mg0.880Ca0.056Ce0.064,4.4,,,,"Semenenko, 1984",1502,,,
1926,Mg,Mg0.90Ca0.14Cu0.06,4.5,,,,"Verbetsky, 1984",1501,,,
1927,Mg,Mg0.90La0.075Al0.025,5.1,68,308,5,"Semenenko, 1986",1507,,,Sloping plateau
1928,Mg,Mg0.917Ca0.063Ce0.020,5.7,,,,"Semenenko, 1984",1502,,,
1929,Mg,Mg0.931Ca0.012Cu0.057,5.2,,,,"Verbetsky, 1984",1501,,,
1930,Mg,Mg0.949Ca0.017Ce0.034,5.4,,,,"Semenenko, 1984",1502,,,
1931,Mg,Mg0.950Ca0.031Ce0.019,5.5,,,,"Semenenko, 1984",1502,,,
1932,Mg,Mg0.968Ca0.013Ce0.019,4.9,,,,"Semenenko, 1984",1502,,,
1933,Mg,Mg0.975Ca0.004Cu0.021,5.1,,,,"Verbetsky, 1984",1501,,,
1934,Mg,Mg-1 at% Al2O3,5.8,,,,"Oelerich, 2001",1487,,Ball milled,
1935,Mg,Mg-1 at% Sc2O3,6,,,,"Oelerich, 2001",1487,,Ball milled,
1936,Mg,Mg-1 at% SiO2,5.5,,,,"Oelerich, 2001",1487,,Ball milled,
1937,Mg,Mg-1 at% TiO2,6,,,,"Oelerich, 2001",1487,,Ball milled,
1938,Mg,Mg-1 at% V,6.1,,,,"Oelerich, 2001",1488,,Ball milled,
1939,Mg,Mg-1 at% V2O5,6.2,,,,"Oelerich, 2001",1487,,Ball milled,
1940,Mg,Mg1.5Ni,2.6,29.1,300,3.7,"Kuji, 2002",1492,,Ball milled,
1941,Mg,Mg-1.5Zr,6.3,,,,"Zaluska, 2001",1434,,Nanocrystalline,
1942,Mg,Mg1.75Ni,2.8,26.6,300,4.5,"Kuji, 2002",1492,,Ball milled,
1943,Mg,Mg2Cu,2.6,,,,"Guinet, 1978",701,,,
1944,Mg,Mg2Cu,2.6,72.9,295,6,"Reilly, 1967",87,,,
1945,Mg,Mg2CuAl.125 (M),2.8,63,330,11,"Biris, 1982",716,,,
1946,Mg,Mg2CuAl.25 (M),3,72,330,3,"Biris, 1982",716,,,
1947,Mg,Mg2CuAl.375 (M),3.2,76,330,3,"Biris, 1982",716,,,
1948,Mg,Mg2Fe,5.5,,,,"Selvam, 1991",426,(Mg2Fe phase not stable without H),,
1949,Mg,Mg2Fe,5.5,79.2,450,28,"Reiser, 1998",1159,(Mg2Fe phase not stable without H),,
1950,Mg,Mg2Fe,5.5,77.2,450,25,"Reiser, 2000",1463,Mg2Fe not stable without H,,
1951,Mg,Mg2La,3.6,,,,"Gingl, 1997",650,,,
1952,Mg,Mg2Mm,2.1,,,,"Reilly, 1974",491,,,
1953,Mg,Mg2Ni,3.1,,300,1,"Dehouche, 1998",854,Nanocrystalline,,
1954,Mg,Mg2Ni,3.1,31.3,300,3.7,"Kuji, 2002",1492,,Ball milled,
1955,Mg,Mg2Ni,3.2,61,250,1.1,"Yang, 2002",1493,,Ball milling + diffusion synthesis,
1956,Mg,Mg2Ni,3.3,67,300,2.2,"Liang, 1999",1226,Nanocrystalline,,
1957,Mg,Mg2Ni,3.3,65.9,300,3.2,"Sun, 1999",1228,Solid-state synthesized,,
1958,Mg,Mg2Ni,3.3,63.2,300,3.1,"Song, 1998",1224,,,
1959,Mg,Mg2Ni,3.5,64.4,180,0.07,"Guthrie, 1998",863,Vapor synthesized,,
1960,Mg,Mg2Ni,3.5,64.4,180,0.09,"Guthrie, 1998",863,Vapor synthesized,,
1961,Mg,Mg2Ni,3.5,68.6,180,0.05,"Guthrie, 1998",863,Melted,,
1962,Mg,Mg2Ni,,,250,1.1,"Tsushio, 1998",830,,,
1963,Mg,Mg2Ni,3.6,64.5,299,3.2,"Reilly, 1968",88,,,
1964,Mg,Mg2Ni,3.6,64.6,300,2.5,"Lutz, 1977",420,(Dynamic PCT),,
1965,Mg,Mg2Ni,3.6,,,,"Ivanov, 1987",708,(Mechanical alloy),,
1966,Mg,Mg2Ni,3.6,68.8,180,0.06,"Guthrie, 1998",863,Melted,,
1967,Mg,Mg2Ni,3.6,71.3,300,2.6,"Li, 2000",1236,Hydriding combustion synthesis,,
1968,Mg,Mg2Ni,3.7,62.2,450,57,"Reiser, 2000",1463,,,
1969,Mg,Mg2Ni,4.4,,,,"Chen, 2002",1491,,"P=60,000 atm (LiAlH4 H2 source)",
1970,Mg,Mg2Ni,5.2,,,,"Chen, 2000",1234,,,
1971,Mg,Mg-2Ni,7.2,75.6,316,2.7,"Friedlmeier, 1997",714,,,
1972,Mg,Mg2Ni.63Fe.37 (M),3.7,82,320,1.7,"Lupu, 1983",717,,,
1973,Mg,Mg2Ni.75Al.25 (M),3.5,90,327,2,"Biris, 1982",758,,,
1974,Mg,Mg2Ni.75Co.25,3.1,68,297,1,"Selvam, 1988",712,(Cal),,
1975,Mg,Mg2Ni.75Co.25,3.1,64.5,279,1,"Darnaudery, 1983",418,,,
1976,Mg,Mg2Ni.75Co25,3.4,,300,1,"Yang, 2000",1233,,,
1977,Mg,Mg2Ni.75Cr.25,3,59.9,248,1,"Darnaudery, 1983",418,,,
1978,Mg,Mg2Ni.75Cu.25,,53.2,227,1,"Darnaudery, 1983",418,,,
1979,Mg,Mg2Ni.75Fe.25,2.8,63.2,253,1,"Darnaudery, 1983",418,,,
1980,Mg,Mg2Ni.75Fe.25,2.9,66,285,1,"Selvam, 1988",712,,,
1981,Mg,Mg2Ni.75Fe.25 (M),3.3,65.2,300,1.9,"Yuan, 1997",828,,,
1982,Mg,Mg2Ni.75Fe.25 (M),3.6,86,312,2,"Lupu, 1983",717,,,
1983,Mg,Mg2Ni.75V.25,2.9,62.4,250,1,"Darnaudery, 1983",418,,,
1984,Mg,Mg2Ni.75Zn.25,3.1,66,283,1,"Selvam, 1988",712,,,
1985,Mg,Mg2Ni.75Zn.25,3.3,61.5,246,1,"Darnaudery, 1983",418,,,
1986,Mg,Mg2Ni.85Al.15 (M),3.4,84,327,3,"Biris, 1982",758,,,
1987,Mg,Mg2Ni-0.2 at% Mn2O3,3.1,,,,"Oelerich, 2001",1487,,Ball milled,
1988,Mg,Mg2Ni0.75Co0.25,3.2,61,250,0.5,"Yang, 2002",1493,,Ball milling + diffusion synthesis,Sloping plateau
1989,Mg,Mg2Ni0.75Cr0.25,3.2,61,250,0.9,"Yang, 2002",1493,,Ball milling + diffusion synthesis,
1990,Mg,Mg2Ni0.75Cu0.25,3.2,59,250,1.2,"Yang, 2002",1493,,Ball milling + diffusion synthesis,
1991,Mg,Mg2Ni0.75Fe0.25,3.2,60,250,1,"Yang, 2002",1493,,Ball milling + diffusion synthesis,
1992,Mg,Mg2Ni0.75Mn0.25,3.2,58,250,1,"Yang, 2002",1493,,Ball milling + diffusion synthesis,
1993,Mg,Mg2Ni0.75Ti0.25,3.2,56,250,1.2,"Yang, 2002",1493,,Ball milling + diffusion synthesis,
1994,Mg,Mg2Ni0.75Ti0.25,3.2,59,250,1.3,"Yang, 2002",1493,,Ball milling + diffusion synthesis,
1995,Mg,Mg2Ni0.7Zr0.3,3.5,59.8,340,10,"Zhang, 1998",1465,,,
1996,Mg,Mg2Ni1-xZrx,3.2,59.8 - 64,248,1,"Zhang, 1998",1465,x=0 to 0.3,,
1997,Mg,Mg2Ni1-yBey,3.9,71 - 80,337,6-Mar,"Lupu, 1982",419,(y = 0.15-0.25),,
1998,Mg,Mg2Ni1-yCuy,2.5,62 - 66,252,1,"Selvam, 1988",712,(y=0-1),,
1999,Mg,Mg2Ni1-yCuy,2.6,53 - 73,300,3.5 - 8,"Darnaudery, 1983",417,(y = 0-1),,
2000,Mg,Mg2Ni3,1.5,,,,"Takamura, 2002",1344,,"P=50,000 atm",
2001,Mg,Mg2Pb,1.1,,,,"Reilly, 1974",491,,,
2002,Mg,Mg2Si,0.1,,,,"Reilly, 1974",491,,,
2003,Mg,Mg2Si,2,,,,"Guinet, 1978",701,,,
2004,Mg,Mg2Sm,0,,,,"Beck, 1962",45,,,
2005,Mg,Mg2Sm,1.5,,,,"Shaltiel, 1978",66,,,
2006,Mg,Mg-30 LaNi5 (M),5.3,,310,1.7,"Liang, 2000",1481,,Ball milled composite,
2007,Mg,Mg-30CFMmNi5,5.3,,350,2,"Sai Raman, 1999",1477,,Ball milled composites,
2008,Mg,Mg-30LaNi5 (M),5.1,,300,2,"Sun, 1999",1469,Sintered,,
2009,Mg,Mg-30MmNi4.6Al0.4,5,,350,2,"Davidson, 1999",1476,,Ball milled composites,
2010,Mg,Mg-33Mg2Ni (M),5.8,79,302,2,"Buchner, 1978",699,,,
2011,Mg,Mg3La,3.9,,290,1.4,"Semenenko, 1981",1498,,,
2012,Mg,Mg3Sm,0.9,,,,"Yamanaka, 1975",73,,,
2013,Mg,Mg-40ZrFe1.4Cr0.6,3.4,,,,"Wang, 2000",1485,,H2-ball milled composite,
2014,Mg,Mg41Ce5,5.3,,,,"Darriet, 1980",433,,,
2015,Mg,Mg4Al5,2.2,,301,12,"Reilly, 1974",491,(Epsilon phase),,
2016,Mg,Mg4Al6Cu,0.3,,,,"Reilly, 1974",491,,,
2017,Mg,Mg4La,4.3,,315,2.5,"Semenenko, 1981",1498,,,Sloping plateau
2018,Mg,Mg4Li.3Al.08,0.4,,,,"Reilly, 1974",491,,,
2019,Mg,Mg4Li.75,0.4,,,,"Reilly, 1974",491,,,
2020,Mg,Mg-5 at% CuO,6,,,,"Oelerich, 2001",1487,,Ball milled,
2021,Mg,Mg-5 at% Fe3O4,4.3,,,,"Oelerich, 2001",1487,,Ball milled,
2022,Mg,Mg-5 at% Mn2O3,4.9,,,,"Oelerich, 2001",1487,,Ball milled,
2023,Mg,Mg-5 at% V2O5,4.1,,,,"Oelerich, 2001",1487,,Ball milled,
2024,Mg,Mg-5 at% VC,5,,,,"Oelerich, 2001",1488,,Ball milled,
2025,Mg,Mg-5 at% VN,5.4,,,,"Oelerich, 2001",1488,,Ball milled,
2026,Mg,Mg-50C,3,,,,"Ivanov, 1987",708,(Mechanical alloy),,
2027,Mg,Mg-50LaNi5 (M),4,,300,3,"Sun, 1999",1469,Sintered,,
2028,Mg,Mg-50ZrFe1.4Cr0.6,3.4,,300,1.7,"Wang, 2000",1480,,H2-ball milled composite,
2029,MIC,Ce2Ni7,0.6,,50,0.2,"van Essen, 1980",355,,,
2030,MIC,Ce2NiSi,1,,,,"Lushnikov, 1999",1309,,,
2031,MIC,Ce2NiSi,1.2,,,,"Morozkin, 1999",1336,,,
2032,MIC,Ce3Al,1.9,,,,"Semenenko, 1985",1151,,(Amorp),
2033,MIC,Ce3Al,1.9,111.8,,,"Yakovleva, 1992",1157,,(cal),
2034,MIC,Ce3Ni,1.7,,,,"van Mal, 1976",360,,,
2035,MIC,Ce3Ni,1.9,,30,0.001,"Au, 1994",599,,,
2036,MIC,Ce5Co19,1,,,,"Guidotti, 1977",105,,,
2037,MIC,Ce5Fe2B6,0.9,,,,"Yartys, 1997",837,,,
2038,MIC,Ce5Mg41,5.3,,,,"Darriet, 1980",433,,,
2039,MIC,Ce6Ni2Si3,1,,,,"Lushnikov, 1999",1309,,,
2040,MIC,Ce6Ni2Si3,1,,,,"Morozkin, 2000",1320,,,
2041,MIC,Ce6Ni2Si3,10,,,,"Morozkin, 1999",1336,,,
2042,MIC,Ce7Ni3,1.6,152,,,"Busch, 1978",189,,,
